xhash,localized_a,localized_a,localized_a,string,xhash,string,string,string,localized_a,string,string,string,string,string,localized_a,string,xhash,localized_a,string,xhash,string,string,xhash,string,string,xhash,string,string,xhash,string,localized_a,int
#br_vehicle_repaired,a&SPLASHES/BR_VEHICLE_REPAIRED,a&SPLASHES/BR_VEHICLE_REPAIRED,a&SPLASHES/BLANK,ui_mp_br_loot_icon_supply_station,#hash_55aeae99c8139ca5,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_vehicle_replaced,a&SPLASHES/BR_VEHICLE_REPLACED,a&SPLASHES/BR_VEHICLE_REPLACED,a&SPLASHES/BLANK,ui_mp_br_loot_icon_supply_station,#hash_55aeae99c8139ca5,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#interrogation,a&SPLASHES/INTERROGATION,a&SPLASHES/INTERROGATION,a&SPLASHES/INTERROGATION_DESC,icon_splash_cyber_revived,#,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#interrogation_squad_marked,a&SPLASHES/INTERROGATION_SQUAD_MARKED,a&SPLASHES/INTERROGATION_SQUAD_MARKED,a&SPLASHES/INTERROGATION_SQUAD_MARKED_STRENGTH,icon_splash_cyber_revived,#,splash,interrogation,,a&,,,IW9StyleGuide.styleGuideMatchAllyHighlight,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#interrogation_signal_lost,a&SPLASHES/INTERROGATION_SIGNAL_LOST,a&SPLASHES/INTERROGATION_SIGNAL_LOST,a&SPLASHES/INTERROGATION_SIGNAL_LOST_DESC,icon_splash_cyber_revived,#,splash,interrogation,,a&,,,IW9StyleGuide.styleGuideMatchEnemyDefault,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_4caa4f3c52eaa383,a&SPLASHES/TEMPERED_PLATE_BROKEN,a&SPLASHES/TEMPERED_PLATE_BROKEN,a&,icon_splash_skill_shot,#,,,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_prematch_welcome,a&SPLASHES/BR_PREMATCH_WELCOME_SPLASH_TITLE,a&SPLASHES/BR_PREMATCH_WELCOME_SPLASH_TITLE,a&SPLASHES/BR_PREMATCH_WELCOME_SPLASH_DESC,ui_mp_br_splash_welcome,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_welcome,a&SPLASHES/BR_WELCOME_SPLASH_TITLE,a&SPLASHES/BR_WELCOME_SPLASH_TITLE,a&SPLASHES/BR_WELCOME_SPLASH_DESC,splash_icon_nuke,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_spawn_match,a&SPLASHES/BR_SPAWN_MATCH,a&SPLASHES/BR_SPAWN_MATCH,a&,ui_splash_camo_slam,#ui_splash_screen_default,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_ready_jump_c130,a&SPLASHES/BR_READY_JUMP_C130,a&SPLASHES/BR_READY_JUMP_C130,a&,hud_icon_killstreak_ac130,#,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_dabc2775752a961,a&MP_BR_INGAME/INFIL_PLAYER_IS_JUMPMASTER,a&,a&,hud_icon_killstreak_ac130,#,splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_3121173a6827b754,a&MP_BR_INGAME/TUT_WELCOME,a&MP_BR_INGAME/TUT_WELCOME,a&SPLASHES/BLANK,ui_mp_br_splash_mission_complete,#hash_55aeae99c8139ca5,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_3d9903ee210c84d0,a&MP_BR_INGAME/TUT_COMBAT,a&MP_BR_INGAME/TUT_COMBAT,a&SPLASHES/BLANK,ui_mp_br_splash_mission_complete,#hash_887ac58f35315d30,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_a3e12b3d74340392,a&MP_BR_INGAME/TUT_TACMAP,a&MP_BR_INGAME/TUT_TACMAP,a&SPLASHES/BLANK,ui_mp_br_splash_mission_complete,#hash_887ac58f35315d30,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_ff2af11929f248b2,a&MP_BR_INGAME/TUT_PLUNDER_LOOT,a&MP_BR_INGAME/TUT_PLUNDER_LOOT,a&SPLASHES/BLANK,ui_mp_br_splash_mission_complete,#hash_887ac58f35315d30,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_4f5e1105ed23b6d7,a&MP_BR_INGAME/TUT_TEAM_WORK,a&MP_BR_INGAME/TUT_TEAM_WORK,a&SPLASHES/BLANK,ui_mp_br_splash_mission_complete,#hash_887ac58f35315d30,killstreak_splash,killstreak,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_8e18789f73e5a0e7,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_BLASTSHIELD,iw9_icon_perk_eod,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_54bbee51da4815da,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_THROWBACK,iw9_icon_perk_eod,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_e737a812562f6ab2,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/DESC_BLASTSHIELD,iw9_icon_perk_eod,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_f1ef8551f561ff89,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_LIGHTWEIGHT,icon_perk_slot_momentum_ui,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_c3110e58a0392525,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_MARATHON,icon_perk_slot_momentum_ui,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_6670e57cd43c4fa2,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_DEAD_SILENCE,icon_perk_slot_momentum_ui,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_84f8b7520a026a19,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_QUICKSWAP,iw9_icon_perk_munitions,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d6128809e4f87b7c,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_FAST_RELOAD,iw9_icon_perk_munitions,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_5b6b0de7a5e6aa20,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_FAST_RELOAD,iw9_icon_perk_munitions,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_1db235d12d3e36fc,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/DESC_BOOM,iw9_icon_perk_hardline,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_40398743f4b43f45,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_SELECTIVEHEARING,iw9_icon_perk_hardline,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_7717a94c300e9a7d,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_TRACKER,iw9_icon_perk_hardline,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_4879d22ede7ce63c,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/UPGRADE_HOLDBREATH,iw9_icon_perk_guerilla,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_b9fad3bde58dc7e8,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/DESC_QUICKDRAW,iw9_icon_perk_guerilla,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_ed432e0e49aa7bae,a&SPLASHES/GENERIC_PERK_UPGRADE,a&SPLASHES/GENERIC_PERK_UPGRADE,a&PERKS/DESC_STEADY_AIM,iw9_icon_perk_guerilla,#hash_1ea388e6f81bdc7,challenge_splash,challenge,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_bd021f342f5eced1,a&SPLASHES/CP_MISSION_INTEL_SPAWNED,a&SPLASHES/CP_MISSION_INTEL_SPAWNED,a&SPLASHES/BR_MISSION_TIMEDRUN_SALE_AVAILABLE,ui_mp_br_splash_mission_obj_extraction_pro,#hash_1bf85ae6f0bce359,splash,contractDrop,,a&,,,BRLootItemRarity.SpecialMission,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d6a086c1bf20b9dd,a&SPLASHES/DMZ_CONTRACT_ASSIGNED,a&SPLASHES/DMZ_CONTRACT_ASSIGNED,a&SPLASHES/CP_MISSION_INTEL_MISSION_ACCEPTED,ui_mp_br_splash_mission_obj_extraction_pro,#hash_1bf85ae6f0bce359,splash,contractAccept,,a&,,,BRLootItemRarity.SpecialMission,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_18c4d126fb704671,a&SPLASHES/DMZ_CONTRACT_ASSIGNED,a&SPLASHES/DMZ_CONTRACT_ASSIGNED,a&SPLASHES/CP_MISSION_INTEL_MISSION_IN_PROGRESS,ui_mp_br_splash_mission_obj_extraction_pro,#hash_7d39bdc96af29bfc,splash,contractAccept,,a&,,,BRLootItemRarity.SpecialMission,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_2f3d0c24a6bc302a,a&SPLASHES/CP_MISSION_INTEL_RELOCATED,a&SPLASHES/CP_MISSION_INTEL_RELOCATED,a&SPLASHES/BR_MISSION_CAPTURE_THE_OBJECTIVE,ui_mp_br_splash_mission_obj_extraction_pro,#hash_1855540ba25cc92,splash,contractUpdate,,a&,,,BRLootItemRarity.SpecialMission,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_e46238c0f7e6214a,a&SPLASHES/CP_MISSION_INTEL_COMPLETE,a&SPLASHES/CP_MISSION_INTEL_COMPLETE,a&SPLASHES/BR_MISSION_REWARD_TIER_UP,ui_mp_br_splash_mission_obj_extraction_pro,#hash_1855540ba25cc92,splash,contractSuccess,,a&,,,BRLootItemRarity.SpecialMission,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_19cc4aaa2a1f2059,a&SPLASHES/BR_MISSION_MISSION_FAILED,a&SPLASHES/BR_MISSION_MISSION_FAILED,a&SPLASHES/BR_MISSION_DOMINATION_POINT_LOST,ui_mp_br_splash_mission_failed,#hash_2f466933df0aeb01,splash,contractFailure,,a&,,,splashNotifications.splashAlternativecColor2,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_8a6b45a6458168,a&SPLASHES/CP_MISSION_INTEL_EXPIRED,a&SPLASHES/CP_MISSION_INTEL_EXPIRED,a&SPLASHES/BR_MISSION_DOMINATION_POINT_LOST_TO_CIRCLE,ui_mp_br_splash_mission_failed,#hash_2f466933df0aeb01,splash,contractFailure,,a&,,,splashNotifications.splashAlternativecColor2,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_eb134024a129e24,a&SPLASHES/CP_MISSION_INTEL_EXPIRED,a&SPLASHES/CP_MISSION_INTEL_EXPIRED,a&SPLASHES/BR_MISSION_TIMER_EXPIRED,ui_mp_br_splash_mission_failed,#hash_2f466933df0aeb01,splash,contractFailure,,a&,,,splashNotifications.splashAlternativecColor2,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_attraction_racetrack_1_star,a&SPLASHES/BR_ATTRACTION_RACETRACK_1_STAR,a&SPLASHES/BR_ATTRACTION_RACETRACK_1_STAR,a&SPLASHES/BR_MISSION_REWARD_TIER_UP,ui_mp_br_mapmenu_icon_poi_sb_race_vehicle,#hash_1855540ba25cc92,splash,contractSuccess,,a&,,,HUD.friendlyTeam,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_attraction_racetrack_2_star,a&SPLASHES/BR_ATTRACTION_RACETRACK_2_STAR,a&SPLASHES/BR_ATTRACTION_RACETRACK_2_STAR,a&SPLASHES/BR_MISSION_REWARD_TIER_UP,ui_mp_br_mapmenu_icon_poi_sb_race_vehicle,#hash_1855540ba25cc92,splash,contractSuccess,,a&,,,HUD.friendlyTeam,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_attraction_racetrack_3_star,a&SPLASHES/BR_ATTRACTION_RACETRACK_3_STAR,a&SPLASHES/BR_ATTRACTION_RACETRACK_3_STAR,a&SPLASHES/BR_MISSION_REWARD_TIER_UP,ui_mp_br_mapmenu_icon_poi_sb_race_vehicle,#hash_1855540ba25cc92,splash,contractSuccess,,a&,,,HUD.friendlyTeam,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_satellite_truck_active,a&SPLASHES/BR_SATELLITE_TRUCK_ACTIVE,a&SPLASHES/BR_SATELLITE_TRUCK_ACTIVE,a&,hud_icon_br_satellite_truck,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_mobile_armory_activate,a&SPLASHES/BR_MOBILE_ARMORY_ACTIVE,a&SPLASHES/BR_MOBILE_ARMORY_ACTIVE,a&,hud_icon_br_mobile_armory,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_bank_alarm_active,a&SPLASHES/BR_BANK_ALARM_ACTIVE,a&SPLASHES/BR_BANK_ALARM_ACTIVE,a&,ui_mp_br_loot_icon_plunder,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_sales_event_all,a&SPLASHES/BR_SALES_EVENT,a&SPLASHES/BR_SALES_EVENT_ALL_DESC,a&,ui_mp_br_loot_icon_supply_station,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_sales_event_selective,a&SPLASHES/BR_SALES_EVENT,a&SPLASHES/BR_SALES_EVENT_SELECTIVE_DESC,a&,ui_mp_br_loot_icon_supply_station,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_teammate_down,a&SPLASHES/BR_TEAMMATE_DOWN,a&SPLASHES/BR_TEAMMATE_DOWN,a&,hud_icon_loot_revive,#mp_bodycount_tick_negative,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_teammate_revived,a&SPLASHES/BR_TEAMMATE_REVIVED,a&SPLASHES/BR_TEAMMATE_REVIVED,a&,hud_icon_loot_revive,#mp_bodycount_tick_positive,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_teammate_dead,a&SPLASHES/BR_TEAMMATE_DEAD,a&SPLASHES/BR_TEAMMATE_DEAD,a&,hud_icon_loot_revive,#mp_bodycount_tick_negative_final,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_enemy_downed,a&SPLASHES/BR_ENEMY_DOWNED,a&SPLASHES/BR_ENEMY_DOWNED,a&,hud_icon_loot_revive,#mp_bodycount_tick_positive_final,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_enemy_eliminated,a&SPLASHES/BR_ENEMY_ELIMINATED,a&SPLASHES/BR_ENEMY_ELIMINATED,a&,hud_icon_loot_revive,#hash_2e89e60347384e00,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_teammate_second_wind,a&SPLASHES/BR_SECOND_WIND,a&SPLASHES/BR_SECOND_WIND,a&,hud_icon_loot_revive,#ui_splash_screen_default,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_second_wind,a&SPLASHES/BR_SECOND_WIND,a&SPLASHES/BR_SECOND_WIND,a&,hud_icon_loot_revive,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_durable_loot_item_extracted,a&SPLASHES/BR_DURABLE_LOOT_EXTRACT_TITLE,a&SPLASHES/BR_DURABLE_LOOT_EXTRACT_TITLE,a&SPLASHES/BR_ITEM_EXTRACT_DESC,ui_mp_br_splash_mission_obj_extraction_pro,#hash_483dd7b66f35f974,playercard_splash,local,,a&,,,BRLootItemRarity.SpecialMission,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#binoculars_marked,a&SPLASHES/BINOCULARS_ENEMY_MARKED,a&SPLASHES/BINOCULARS_ENEMY_MARKED,a&,hud_icon_splash_kill,#,,,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#binoculars_assist,a&SPLASHES/BINOCULARS_ASSIST,a&SPLASHES/BINOCULARS_ASSIST,a&,hud_icon_splash_kill,#,,,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gulag_teammate_in,a&SPLASHES/BR_GULAG_TEAM_IN,a&SPLASHES/BR_GULAG_TEAM_IN,a&,ui_mp_br_gulag_hud_icon_pro,#ui_splash_screen_default,playercard_splash,global,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gulag_start,a&SPLASHES/BR_GULAG_START,a&SPLASHES/BR_GULAG_START,a&SPLASHES/BR_GULAG_START_DESC,blank,#hash_1e4684df2117ba45,splash,local,,a&,,,,HUD.friendlyTeam,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gulag_winner,a&SPLASHES/BR_GULAG_WINNER,a&SPLASHES/BR_GULAG_WINNER,a&,ui_mp_br_gulag_hud_icon_pro,#hash_18bbfab38a59fdce,splash,phaseChange,,a&,,,HUD.friendlyTeam,HUD.friendlyTeam,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gulag_jail_break,a&SPLASHES/BR_GULAG_JAIL_BREAK,a&SPLASHES/BR_GULAG_JAIL_BREAK,a&SPLASHES/BR_GULAG_JAIL_BREAK_DESC,ui_mp_br_jailbreak_hud_icon_pro,#ui_splash_screen_default,splash,local,,a&,,,,HUD.friendlyTeam,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_dd106359bca2b84,a&MP_BR_INGAME/GULAG_BREAK_PARTICIPATION_SPLASH_TITLE,a&MP_BR_INGAME/GULAG_BREAK_PARTICIPATION_SPLASH_TITLE,a&,,#hash_b955ed7b14b3a935,splash,skill,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_7f475510f9f5698d,a&MP_BR_INGAME/GULAG_BREAK_KEY_SPLASH_TITLE,a&MP_BR_INGAME/GULAG_BREAK_KEY_SPLASH_TITLE,a&,,#hash_b955ed7b14b3a935,splash,skill,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_extract_welcome,a&MP_BR_INGAME/SPLASH_EXTRACTION_WELCOME,a&MP_BR_INGAME/SPLASH_EXTRACTION_WELCOME,a&MP_BR_INGAME/SPLASH_EXTRACTION_WELCOME_DESC,splash_icon_nuke,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_extract_heli_incoming,a&MP_BR_INGAME/SPLASH_EXTRACTION_STARTED,a&MP_BR_INGAME/SPLASH_EXTRACTION_STARTED,a&MP_BR_INGAME/SPLASH_EXTRACTION_STARTED_DESC,ui_mp_br_mapmenu_legend_littlebird,#ui_splash_screen_default,playercard_splash,local,,a&,,,BattleRoyale.BRPocketPlunder,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_extract_heli_shot_down,a&MP_BR_INGAME/SPLASH_EXTRACTION_FAILED,a&MP_BR_INGAME/SPLASH_EXTRACTION_FAILED,a&MP_BR_INGAME/SPLASH_EXTRACTION_FAILED_DESC,ui_mp_br_mapmenu_legend_littlebird,#br_plunder_atm_deposit,playercard_splash,local,,a&,,,splashNotifications.splashAlternativecColor2,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_extract_heli_arrived,a&MP_BR_INGAME/SPLASH_EXTRACTION_ARRIVED,a&MP_BR_INGAME/SPLASH_EXTRACTION_ARRIVED,a&MP_BR_INGAME/SPLASH_EXTRACTION_WELCOME_DESC,ui_mp_br_mapmenu_legend_littlebird,#ui_splash_screen_default,playercard_splash,local,,a&,,,BattleRoyale.BRPocketPlunder,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_extract_extracted,a&MP_BR_INGAME/SPLASH_EXTRACT_EXTRACTED,a&MP_BR_INGAME/SPLASH_EXTRACT_EXTRACTED,a&MP_BR_INGAME/SPLASH_EXTRACT_EXTRACTED_DESC,ui_mp_br_mapmenu_legend_littlebird,#mp_dom_flag_lost,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_evac_welcome,a&MP_BR_INGAME/SPLASH_EVAC_WELCOME,a&MP_BR_INGAME/SPLASH_EVAC_WELCOME,a&MP_BR_INGAME/SPLASH_EVAC_WELCOME_DESC,splash_icon_nuke,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_evac_incoming,a&MP_BR_INGAME/SPLASH_EVAC_INCOMING,a&MP_BR_INGAME/SPLASH_EVAC_INCOMING,a&MP_BR_INGAME/SPLASH_EVAC_INCOMING_DESC,ui_mp_br_mapmenu_legend_littlebird,#ui_splash_screen_default,playercard_splash,local,,a&,,,BattleRoyale.BRPocketPlunder,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_gametype_evac_arrived,a&MP_BR_INGAME/SPLASH_EVAC_ARRIVED,a&MP_BR_INGAME/SPLASH_EXTRACTION_ARRIVED,a&MP_BR_INGAME/SPLASH_EVAC_ARRIVED_DESC,ui_mp_br_mapmenu_legend_littlebird,#ui_splash_screen_default,playercard_splash,local,,a&,,,BattleRoyale.BRPocketPlunder,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_8a56780e36474dff,a&SPLASHES/BR_PREMATCH_WELCOME_SPLASH_TITLE,a&SPLASHES/BR_PREMATCH_WELCOME_SPLASH_TITLE,a&SPLASHES/BR_PREMATCH_WELCOME_SPLASH_DMZ_DESC,icon_br_mode_plunder,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d70198a2d53f3cc3,a&SPLASHES/BM_OUT_OF_TOP_10,a&SPLASHES/BM_OUT_OF_TOP_10,a&SPLASHES/BM_OUT_OF_TOP_10_DESC,icon_mp_mode_hvt,#ui_splash_screen_default,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#bm_player_marked,a&SPLASHES/BM_PLAYER_MARKED,a&SPLASHES/BM_PLAYER_MARKED,a&SPLASHES/BM_PLAYER_MARKED_DESC,icon_mp_mode_hvt,#hash_4948426af97e3eaa,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#bm_player_unmarked,a&SPLASHES/BM_PLAYER_UNMARKED,a&SPLASHES/BM_PLAYER_UNMARKED,a&SPLASHES/BM_PLAYER_UNMARKED_DESC,icon_mp_mode_hvt,#hash_b955ed7b14b3a935,playercard_splash,local,,a&,,,,,,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#team_wiped,a&SPLASHES/TEAM_WIPED,a&SPLASHES/TEAM_WIPED,a&,icon_splash_skill_shot,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_70c9f312b8e0bf01,a&SPLASHES/CASH_BANKED,a&SPLASHES/CASH_BANKED,a&,icon_splash_skill_shot,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_607cd099425b81c7,a&SPLASHES/CONTRACT_END,a&SPLASHES/CONTRACT_END,a&,icon_splash_skill_shot,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_67eb4b642067882a,a&SPLASHES/CONTRACT_START,a&SPLASHES/CONTRACT_START,a&,icon_splash_skill_shot,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#br_cacheOpen,a&SPLASHES/LOOTED,a&SPLASHES/LOOTED,a&,icon_splash_skill_shot,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_f396d39fee1a8054,a&SPLASHES/LOOTED_SPECIAL,a&SPLASHES/LOOTED_SPECIAL,a&,icon_splash_skill_shot,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_c01d7d8b6119d321,a&SPLASHES/LOOTED_SPECIAL,a&SPLASHES/LOOTED_SPECIAL,a&,icon_splash_skill_shot,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_70e5de61cfaa916b,a&SPLASHES/LOOTED,a&SPLASHES/LOOTED,a&,icon_splash_skill_shot,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
#hash_d9180ca5c5dc7b88,a&SPLASHES/LOOTED,a&SPLASHES/LOOTED,a&,icon_splash_skill_shot,#,,,,a&,,,,0,0,a&,,#,a&,,#,,,#,,,#,,,#,,a&,0
